label,hand_mode,recorded_hand,R.Thumb,R.Index,R.Middle,R.Ring,R.Pinky,L.Thumb,L.Index,L.Middle,L.Ring,L.Pinky,aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7633,0.7528,0.8532,1.0000,-0.0980,0.9410,0.2760,0.7760,-0.5700,0.3020,-1.5024,-8.3231,10.0480,5.3871,-3.1503,11.1157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.8072,0.7791,0.8532,1.0000,-0.0680,0.9460,0.2930,0.7890,-0.8010,0.4130,-1.0524,-6.3931,8.1080,-1.3329,-7.0703,1.5357
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7413,0.8053,0.8532,1.0000,-0.0660,1.0040,0.2970,0.8550,-0.7680,0.3520,2.9276,7.6669,-13.2720,-6.6329,-7.2803,-19.2943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8053,0.8532,1.0000,-0.0730,0.9010,0.3020,0.8520,-0.5320,0.2960,9.2276,10.0169,-33.5920,-5.2829,-3.9803,-15.8743
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8053,0.8532,1.0000,-0.1080,0.9230,0.2370,0.8110,-0.4280,0.2830,1.4476,1.8769,-7.3920,4.7871,9.0797,-5.3943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8316,0.8800,1.0000,-0.1250,0.8990,0.2510,0.7640,-0.4840,0.2290,1.7276,-5.1331,4.5080,5.6471,5.0697,11.3657
GOOD,either_hand,left,0.0000,0.0004,1.0000,1.0000,0.0000,0.0000,0.6973,0.8316,0.8800,1.0000,-0.1010,0.9450,0.2710,0.7440,-0.6270,0.3210,1.2076,-2.9031,20.3680,3.9571,2.7897,20.3557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8316,0.8800,1.0000,-0.1080,0.9920,0.3070,0.7920,-0.7370,0.4130,-10.7624,-7.5231,14.6280,0.6571,-6.6003,13.4557
GOOD,either_hand,left,0.0000,0.0004,1.0000,1.0000,0.0000,0.0000,0.7193,0.8316,0.8532,1.0000,-0.0640,0.9380,0.2990,0.8260,-0.7480,0.3440,-3.9124,-3.8931,7.4080,4.4871,-4.6903,-1.1443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.8316,0.9068,1.0000,-0.0680,0.9460,0.2970,0.8500,-0.6690,0.3510,6.7176,11.0569,-10.8620,-1.2229,0.4097,-12.3943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.8316,0.9068,1.0000,-0.0920,0.9460,0.2820,0.8360,-0.5710,0.3270,3.1076,7.9569,-11.6920,1.7571,1.7197,-12.0143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.8316,0.9068,1.0000,-0.0960,0.9380,0.2790,0.7950,-0.5300,0.2600,0.5676,-1.6231,-5.1620,1.3571,3.5897,-1.1143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8579,0.9336,1.0000,-0.1080,0.9360,0.2940,0.7730,-0.5190,0.2690,-0.8324,-4.5131,8.0480,1.5671,0.1497,13.2957
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.7791,0.8800,1.0000,-0.0910,0.9470,0.2790,0.7950,-0.6270,0.3110,1.5276,2.7769,1.9280,-1.7229,1.7797,1.9657
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.8053,0.8532,1.0000,-0.0780,0.9470,0.2800,0.8080,-0.5810,0.3410,0.2276,-0.1331,4.1680,-5.8629,0.6297,6.1557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8579,0.8800,1.0000,-0.0810,0.9590,0.2750,0.8120,-0.5460,0.4630,-0.7624,-10.1131,5.8980,-4.4029,-10.7603,12.9057
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8053,0.8800,1.0000,-0.0640,0.9920,0.2360,0.8490,-0.5710,0.3850,-7.5324,-32.2931,9.2280,10.8071,-27.9903,20.3157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8316,0.9068,1.0000,-0.0490,0.9000,0.3020,0.8010,-0.7710,0.1920,-1.0224,-0.6831,-5.7520,2.5771,-8.7203,2.3857
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8579,0.9068,1.0000,-0.0520,0.9790,0.2980,0.7990,-0.6820,0.2710,5.6476,8.4469,-6.9420,-1.2929,1.7997,-6.6543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8579,0.9068,1.0000,-0.0730,0.9520,0.2910,0.7810,-0.6580,0.3150,2.3676,3.8269,-6.4320,-4.1929,-2.7203,-9.1943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.7193,0.9104,0.9068,1.0000,-0.0790,0.9400,0.3010,0.7760,-0.6300,0.2490,3.9776,5.8469,-4.4620,-2.1429,4.6997,-6.0443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0409,0.0000,0.6753,0.9367,0.9068,1.0000,-0.0920,0.9510,0.2850,0.7930,-0.5960,0.2920,4.9776,4.7369,-1.0520,-8.3929,2.6797,0.7857
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0110,0.0000,0.6753,0.9630,0.9068,1.0000,-0.0900,0.9240,0.2970,0.7920,-0.6500,0.2760,1.5876,-2.0631,4.4380,0.6771,-0.3603,2.3557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0110,0.0000,0.6314,0.9630,0.8800,1.0000,-0.0860,0.9530,0.2890,0.8000,-0.6480,0.3340,1.3276,4.4969,0.0580,-3.9829,-0.0403,3.5157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0110,0.0000,0.6094,0.9630,0.8800,1.0000,-0.0900,0.9500,0.2870,0.8060,-0.6730,0.2880,1.9776,3.1569,0.2380,0.2771,4.2497,-1.7943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.9630,0.8800,1.0000,-0.0830,0.9500,0.2760,0.8120,-0.6660,0.3030,4.9476,8.8269,-1.1620,-3.8729,3.6897,-4.4143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.9893,0.8800,1.0000,-0.0960,0.9610,0.3530,0.7960,-0.6380,0.2960,-10.8824,4.8069,3.7980,-4.8829,1.6897,-4.5643
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.9630,0.8800,1.0000,-0.0850,0.9280,0.2940,0.8140,-0.5550,0.3440,2.4976,5.6669,-3.9920,4.4171,-3.3103,1.1557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.9630,0.8800,1.0000,-0.1000,0.9510,0.2820,0.7910,-0.6560,0.3030,-1.3024,-9.1331,3.3180,-7.8629,-2.3803,3.8257
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.9893,0.8800,1.0000,-0.0880,0.9150,0.2950,0.7780,-0.7140,0.1980,-2.7024,-6.7631,2.9580,8.3771,-2.0203,-2.6043
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.9104,0.8800,1.0000,-0.0870,0.9160,0.2910,0.7950,-0.6090,0.2690,4.6876,6.2469,-4.2020,6.0671,1.7197,-1.2143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.8579,0.8800,1.0000,-0.1000,0.9290,0.2790,0.7790,-0.6610,0.2630,3.9476,4.9269,1.4680,-2.5829,9.0197,-1.4943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.8316,0.8800,1.0000,-0.0910,0.9240,0.2910,0.8220,-0.6090,0.3500,0.1876,3.1869,3.6380,-0.6129,2.8197,-1.7643
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.7002,0.8800,1.0000,-0.0770,0.9400,0.2900,0.8200,-0.6470,0.2990,-3.4124,-3.6331,4.6680,-1.3829,-1.2903,1.6057
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.7265,0.8800,1.0000,-0.0890,0.9350,0.2800,0.8210,-0.6390,0.3270,1.0876,-1.1031,0.8880,4.7071,-3.4003,1.1557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7265,0.8800,1.0000,-0.0880,0.9470,0.2940,0.7960,-0.6430,0.3000,0.3176,-1.3531,2.3680,0.5571,-2.5303,1.0057
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7002,0.8800,1.0000,-0.0750,0.9570,0.2960,0.8000,-0.6730,0.2390,2.3576,4.5569,-0.9820,3.0371,3.0297,-1.6243
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7002,0.8800,1.0000,-0.0830,0.9480,0.2940,0.8120,-0.6370,0.3260,2.6476,3.9569,-0.1420,2.2771,0.8997,-4.2943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7002,0.8800,1.0000,-0.0950,0.9540,0.2780,0.8190,-0.6450,0.3090,-0.9324,2.5269,-0.0820,-0.8429,0.0997,-3.4443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7002,0.8800,1.0000,-0.0820,0.9270,0.2930,0.8070,-0.6430,0.3020,1.5776,2.5169,-2.6220,1.2771,-1.9203,-2.3543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5951,0.8800,1.0000,-0.1030,0.9360,0.2700,0.8080,-0.6330,0.3020,2.2976,1.0969,-0.8220,-1.8429,-1.0103,-0.2743
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5688,0.8800,1.0000,-0.1000,0.9430,0.2830,0.8220,-0.6290,0.3160,-0.9124,0.1869,-0.9820,1.1071,-2.6903,-1.3543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.6214,0.8532,1.0000,-0.0950,0.9510,0.2900,0.8070,-0.6400,0.3300,2.9576,-0.1131,-2.8420,-1.2529,-5.0703,-2.6143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.6214,0.8264,1.0000,-0.1140,0.9460,0.2740,0.8160,-0.6440,0.2490,2.7776,-4.6031,-8.2320,-0.9029,-3.5403,-2.1943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.6214,0.8264,1.0000,-0.0920,0.9350,0.2710,0.8220,-0.6280,0.2730,4.3576,3.3569,-6.3320,0.6771,-1.1003,-5.7143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.5951,0.8264,1.0000,-0.1220,0.9630,0.2780,0.8090,-0.5960,0.2990,5.7276,1.9769,-6.4520,-2.0929,-2.1203,-3.3143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5688,0.8264,1.0000,-0.1160,0.9400,0.2730,0.8000,-0.5770,0.2700,2.3176,0.5569,-1.2920,1.4671,0.7697,0.6757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.4900,0.8532,1.0000,-0.1180,0.9290,0.2740,0.8200,-0.6210,0.3190,1.7476,-0.8431,1.7280,1.4171,-0.6403,2.6157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.5163,0.8800,1.0000,-0.1080,0.9340,0.2820,0.8080,-0.6060,0.2940,-1.1824,-3.2631,3.3980,5.0571,-2.5603,3.6157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5163,0.8800,1.0000,-0.1050,0.9370,0.2810,0.8020,-0.6630,0.2760,0.7176,-1.8731,3.8980,-0.1229,-0.5003,4.4157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.4900,0.8800,1.0000,-0.1180,0.9410,0.2770,0.8070,-0.6240,0.3150,2.7476,1.3969,1.1280,5.1171,-1.3203,0.0157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5163,0.8800,1.0000,-0.1050,0.9400,0.2830,0.8440,-0.6350,0.3130,0.2876,-0.8931,1.9780,-1.4029,-3.0003,0.7657
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.5426,0.8800,1.0000,-0.1070,0.9400,0.2870,0.8310,-0.6320,0.3120,2.6576,2.1069,-1.5220,0.7071,-3.9403,-1.8143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.5688,0.8800,1.0000,-0.1140,0.9450,0.2770,0.8120,-0.6480,0.2710,4.1376,2.2169,-1.7820,2.0971,0.1897,-5.9343
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.5426,0.8800,1.0000,-0.1120,0.9430,0.2760,0.8050,-0.6140,0.2880,1.2776,2.0169,-2.4520,-0.7729,1.2597,-4.6643
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.5426,0.8800,1.0000,-0.1160,0.9300,0.2770,0.8060,-0.6080,0.2990,1.6076,0.0569,-0.4620,-1.7729,2.6497,-1.5943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.5688,0.8800,1.0000,-0.1180,0.9420,0.2850,0.8230,-0.6260,0.2980,2.2376,2.4569,-0.4420,-1.9929,1.3097,-0.8343
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.5426,0.8800,1.0000,-0.1100,0.9410,0.2850,0.8160,-0.5950,0.2810,1.6876,-0.0531,0.1780,1.0471,-0.5503,0.2557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.5951,0.8800,1.0000,-0.1170,0.9210,0.2840,0.8270,-0.5740,0.2770,0.7376,-2.8431,3.4780,3.7671,2.9197,5.3857
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.6214,0.8800,1.0000,-0.1110,0.9460,0.2770,0.8040,-0.6010,0.2920,-1.0424,-3.9231,5.5380,3.3171,1.5997,7.7557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.6477,0.8800,1.0000,-0.0960,0.9390,0.2910,0.8180,-0.6800,0.3350,0.2676,-2.7831,5.9080,5.7271,-2.2703,0.2657
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.6214,0.9068,1.0000,-0.1050,0.9570,0.2790,0.8310,-0.6670,0.3170,1.9676,4.7069,-3.2220,-0.7829,-0.5803,-6.9143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.7002,0.8800,1.0000,-0.1220,0.9590,0.2660,0.8520,-0.5980,0.3230,1.6876,1.6669,-4.2220,-0.0429,-1.5603,-7.7343
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.7002,0.8800,1.0000,-0.1270,0.9480,0.2610,0.8340,-0.5980,0.2990,4.2176,1.6269,-7.6120,-1.6829,0.1997,-5.2643
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.7002,0.8800,1.0000,-0.1250,0.9520,0.2880,0.8030,-0.5770,0.2830,0.2576,0.4069,-3.4420,-0.2229,-0.1103,-0.8143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.6740,0.8800,1.0000,-0.1250,0.9340,0.2830,0.8040,-0.6030,0.2870,1.2776,0.6469,-0.0920,1.1171,-1.2303,0.3157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.7528,0.8800,1.0000,-0.1240,0.9400,0.2830,0.8140,-0.6250,0.3120,0.9876,-1.2131,1.3780,-0.0929,-1.8403,0.3257
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.7002,0.8800,1.0000,-0.1210,0.9320,0.2840,0.8020,-0.5910,0.2750,0.0376,-1.8031,4.2480,2.3671,-0.5203,1.6057
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.6740,0.8800,1.0000,-0.1190,0.9340,0.2750,0.8250,-0.5560,0.2760,0.7276,-4.5631,5.5980,2.3571,3.8697,9.8257
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.6477,0.8800,1.0000,-0.1300,0.9070,0.2810,0.8120,-0.6260,0.3060,-2.4424,-6.5231,9.7380,-0.8529,2.4497,13.2557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5688,0.8800,1.0000,-0.0950,0.9720,0.3100,0.8400,-0.7700,0.3970,0.0776,1.7669,2.4180,0.1971,-7.2603,-3.8943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.5951,0.8532,1.0000,-0.0880,0.9260,0.2950,0.8720,-0.6760,0.3550,7.1676,13.2169,-12.0720,-1.5829,-9.8903,-20.2743
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.6740,0.8532,1.0000,-0.1410,0.9470,0.2570,0.8690,-0.5070,0.2640,9.2376,12.4469,-26.4820,-2.3529,-2.6203,-13.9743
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.7002,0.8532,1.0000,-0.1360,0.9250,0.2750,0.8190,-0.4590,0.1800,3.3876,1.7669,-4.1020,-3.4829,5.7297,5.6757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.8053,0.8532,1.0000,-0.1610,0.9360,0.2600,0.7590,-0.4920,0.2370,-1.4724,-8.9131,13.2980,1.2871,9.9497,19.7757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.8842,0.8800,1.0000,-0.1090,0.9550,0.2900,0.7520,-0.7350,0.4150,-5.0924,-3.3531,25.6580,0.1671,-3.1603,16.5557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.8842,0.9604,1.0000,-0.0990,0.9450,0.3000,0.8250,-0.7830,0.3980,-3.3124,-5.0131,4.6380,0.9971,-12.1403,-2.9543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.8579,0.9604,1.0000,-0.1090,0.9110,0.3030,0.8770,-0.6190,0.2920,4.8976,6.7169,-9.7320,1.4671,-0.9403,-11.3943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.8842,0.9336,1.0000,-0.1410,0.9630,0.2670,0.8670,-0.5100,0.2660,5.3976,1.8069,-9.0020,2.1971,4.7197,-2.5343
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.9104,0.9336,1.0000,-0.1230,0.9130,0.2940,0.7970,-0.5330,0.2380,0.8876,-0.6831,3.1980,-0.3829,3.4097,9.4857
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8842,0.9068,1.0000,-0.1160,0.9470,0.2680,0.7750,-0.6480,0.2940,-2.8724,-5.8431,10.1180,3.7271,-4.6303,8.6457
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.9104,0.9068,1.0000,-0.1280,0.9250,0.2790,0.7980,-0.6420,0.3570,1.0776,-2.9531,6.2880,-0.0529,-5.4703,7.9557
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.9104,0.9068,1.0000,-0.1010,0.9470,0.2960,0.8150,-0.6670,0.2610,0.9476,-0.5231,6.5180,-0.4229,4.5097,4.6857
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.9104,0.8800,1.0000,-0.1100,0.9500,0.2870,0.8480,-0.6280,0.3300,-0.6424,4.6869,0.6980,-4.6229,10.0097,3.2457
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8842,0.8800,1.0000,-0.1000,0.9410,0.2910,0.8370,-0.6380,0.3270,1.8376,1.8169,-0.8420,3.6071,4.2197,-2.5143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.8316,0.9068,1.0000,-0.1150,0.9420,0.2830,0.8140,-0.6250,0.3270,2.0176,1.9469,-2.9720,1.0671,-2.2303,-5.1643
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6973,0.9104,0.8800,1.0000,-0.1170,0.9370,0.2880,0.8070,-0.6260,0.3090,3.3576,3.7069,-5.2120,-2.5529,-0.5203,-4.7043
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8842,0.8800,1.0000,-0.1230,0.9440,0.2720,0.7990,-0.6310,0.3240,2.7676,2.4469,-4.8420,2.7171,-4.7203,-6.2143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8842,0.8800,1.0000,-0.1280,0.9380,0.2870,0.8000,-0.6060,0.2800,2.2476,0.9069,-2.3620,0.4671,-1.6503,-2.6143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.8579,0.8800,1.0000,-0.1340,0.9490,0.2660,0.8190,-0.6070,0.2980,1.7776,-0.5831,0.0080,3.7971,-1.1103,-0.2943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5654,0.8842,0.8532,1.0000,-0.1060,0.9410,0.2890,0.8040,-0.6380,0.3720,1.2076,3.4769,-1.7520,0.0571,-1.4503,-1.7143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.9367,0.8800,1.0000,-0.1100,0.9400,0.2810,0.8020,-0.6410,0.3110,2.8676,3.7069,-4.4920,-1.7529,-6.3703,-2.7243
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.9630,0.8800,1.0000,-0.1090,0.9300,0.2920,0.8290,-0.6040,0.3190,0.1076,1.7669,-2.4220,1.4871,-6.7203,-0.8543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5654,0.9367,0.8800,1.0000,-0.1120,0.9510,0.2940,0.8160,-0.6410,0.3100,-0.5824,-1.5431,2.0880,-0.5429,3.8097,0.3757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.9367,0.8800,1.0000,-0.0890,0.9770,0.3090,0.8470,-0.7030,0.3790,6.2076,7.8669,-5.0920,2.4771,-3.8003,-9.6143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5874,0.9367,0.8800,1.0000,-0.1140,0.8880,0.2980,0.8470,-0.5960,0.2790,2.2976,11.0569,-15.5620,1.8771,-5.3103,-12.8443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6094,0.9367,0.8532,1.0000,-0.1390,0.9150,0.2840,0.8240,-0.4580,0.2380,1.1576,4.9369,-8.5920,0.1771,-0.7103,-1.0943
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6314,0.9104,0.8532,1.0000,-0.1380,0.8720,0.2840,0.7670,-0.4650,0.1890,0.8576,-6.3931,11.4180,1.8971,5.3497,18.9757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8842,0.9871,1.0000,-0.1370,0.9220,0.2570,0.7520,-0.6710,0.3180,-3.0924,-10.0431,27.6580,3.7471,6.5597,22.3157
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8842,0.9604,1.0000,-0.0940,0.9860,0.2890,0.8340,-0.7990,0.3440,-6.0724,-8.9431,16.9580,-0.7929,-5.8503,8.6657
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8842,0.9604,1.0000,-0.1100,0.9480,0.2870,0.9010,-0.7300,0.3410,6.3276,6.3869,-7.4320,1.9671,-11.0303,-9.2243
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8842,0.9336,1.0000,-0.1080,0.9580,0.2930,0.8890,-0.6010,0.2890,7.1276,6.1569,-15.1120,1.1171,-0.3303,-13.7443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.9104,0.9336,1.0000,-0.1270,0.9410,0.2780,0.8520,-0.5480,0.2470,8.2076,4.8269,-17.3820,8.4271,7.0597,-12.3443
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.9104,0.9336,1.0000,-0.1750,0.9350,0.2600,0.7810,-0.5150,0.2320,4.7976,-0.5231,-6.4620,7.1171,3.6497,0.7757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.9104,0.9336,1.0000,-0.1460,0.8890,0.2770,0.7480,-0.6050,0.2500,-2.0024,-5.3631,11.5480,-2.2629,0.0497,12.2757
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6534,0.8842,0.9068,1.0000,-0.0910,0.9580,0.3020,0.7900,-0.8020,0.4060,0.9276,0.2969,5.4780,-0.2229,-7.0303,1.2457
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8842,0.9068,1.0000,-0.1280,0.9570,0.2800,0.8480,-0.7230,0.3770,2.5576,3.1169,-11.1720,1.2971,-12.4203,-16.4543
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8579,0.8800,1.0000,-0.1450,0.9690,0.2950,0.8810,-0.5530,0.2920,-0.7324,5.9269,-26.3620,3.0971,-0.9803,-17.2143
GOOD,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.6753,0.8579,0.8800,1.0000,-0.1760,0.9110,0.2640,0.8390,-0.4610,0.2540,11.3676,21.7669,-19.2720,11.1371,3.0497,-7.9943
