label,hand_mode,recorded_hand,R.Thumb,R.Index,R.Middle,R.Ring,R.Pinky,L.Thumb,L.Index,L.Middle,L.Ring,L.Pinky,aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4570,-0.4510,0.3320,0.2880,-0.4390,0.8760,-15.5424,-28.3731,-2.6220,-2.0329,3.2897,4.4457
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,-0.4520,0.2770,0.2670,-0.4900,0.9480,6.5176,-1.2631,-14.3920,0.4071,-2.0403,11.5057
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4980,-0.6130,0.4410,0.2380,-0.4660,0.9240,17.7676,13.0469,-19.5220,12.4471,-0.9603,-5.9743
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6020,-0.8750,0.7400,0.2780,-0.4810,0.8840,18.8476,9.8769,-13.8520,-2.3529,-5.5703,-0.2443
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7040,-0.9630,0.7240,0.2640,-0.4370,0.9620,-26.3324,-5.2331,6.3080,-8.6729,-1.5303,3.9057
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5880,-0.7000,0.4750,0.2770,-0.4700,0.8950,-19.4424,-37.1331,13.7980,-7.0929,-0.3703,6.0457
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370,-0.3890,0.2510,0.2640,-0.5010,0.9620,-10.3124,-31.5331,9.6980,-14.8429,-2.5603,8.8657
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4980,-0.4050,0.2050,0.2100,-0.4140,0.7790,5.2376,1.3269,-16.0720,0.0271,-8.1103,-0.3543
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5460,-0.5800,0.3450,0.2790,-0.4790,0.8850,25.8876,31.3169,-19.8520,10.2671,-3.4703,-4.6243
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5510,-0.8380,0.6200,0.2830,-0.4650,0.9310,20.6476,42.9269,-6.6720,11.3171,-0.2503,-2.8543
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6860,-0.9290,0.7130,0.2880,-0.4570,0.8920,2.1376,-1.3031,3.3280,3.8571,1.2197,0.7757
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6810,-0.7590,0.6000,0.2550,-0.4590,0.9460,-14.5024,-20.5831,23.7080,-2.2129,0.4597,4.1857
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5840,-0.5840,0.4250,0.2670,-0.4460,0.8500,-17.3524,-14.9731,13.4580,-5.1429,2.5697,2.2257
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4860,-0.4560,0.3120,0.2390,-0.4320,0.8410,-0.3924,-12.6731,-1.0820,-2.7929,-4.9303,-0.8443
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5110,-0.4690,0.2970,0.2520,-0.4800,0.8760,8.6776,14.1069,-22.1520,4.4371,-4.2203,-2.6343
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5690,-0.6890,0.5000,0.2620,-0.4570,0.9010,21.2576,30.1869,-15.0820,6.4071,-2.6103,-3.3743
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6010,-0.8430,0.6660,0.2710,-0.4740,0.8540,2.7476,0.6469,-11.4220,6.9071,-1.4103,0.0857
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6890,-0.8410,0.6400,0.2760,-0.4590,0.9480,-5.8024,-0.9531,14.7680,2.7071,0.0897,0.8557
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6060,-0.6850,0.5100,0.2680,-0.4700,0.9330,-15.5824,-21.3631,25.9580,-5.7729,3.7997,2.5557
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5690,-0.5240,0.3490,0.2560,-0.4570,0.9130,-7.4624,-8.9231,7.9480,-3.0029,-1.1003,1.6357
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4930,-0.4920,0.3190,0.2360,-0.4460,0.8710,6.5376,2.7969,-5.3220,-2.1629,-4.3603,-2.5343
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5080,-0.5560,0.3770,0.2800,-0.4840,0.9070,20.6976,18.9869,-14.2120,0.7671,-2.5403,-0.6843
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5320,-0.6970,0.5510,0.2740,-0.4780,0.9380,19.4176,13.7769,-12.6920,2.0071,-0.3703,-1.2543
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6740,-0.8780,0.6770,0.2790,-0.4640,0.9130,6.0076,-0.4231,-0.7620,3.1571,0.8397,0.0257
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6210,-0.7820,0.6260,0.2520,-0.4500,0.8820,10.6976,5.9969,27.1480,-0.0029,3.4797,3.7457
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5390,-0.6130,0.5170,0.2650,-0.4770,0.9210,-5.4124,-6.8431,20.7280,-2.5229,-0.0703,2.4557
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,-0.4590,0.3910,0.2610,-0.4590,0.9090,-7.2024,1.0569,-5.7320,-2.0629,-2.6503,0.4757
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5390,-0.4960,0.3720,0.2620,-0.4580,0.9230,7.2276,11.9269,-24.9720,0.8571,-4.0103,-1.6443
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5900,-0.6920,0.5160,0.2890,-0.4710,0.9110,17.6876,16.1269,-21.5520,3.9871,-1.3603,-2.2243
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7130,-0.8860,0.6480,0.2850,-0.4540,0.9140,-1.3224,-4.2431,-6.9820,2.4471,0.5497,-0.3943
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7250,-0.8890,0.6260,0.2630,-0.4720,0.9090,-16.6524,-35.7131,25.8780,-0.0529,4.8697,3.7557
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5620,-0.6470,0.5340,0.2800,-0.4650,0.8420,-20.5624,-36.0831,27.6980,-6.8129,-0.4903,0.5357
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,-0.5050,0.4180,0.2590,-0.4270,0.8210,-8.0524,1.6969,21.2580,1.9271,-1.1503,1.2257
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3770,-0.4210,0.3450,0.2320,-0.4730,0.8840,7.3476,10.6769,-6.0520,-0.2129,-1.8503,-0.5643
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4860,-0.4640,0.3510,0.2660,-0.4330,0.9310,23.9376,24.1769,-19.3520,1.1771,-1.2003,-3.1243
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5390,-0.6150,0.5300,0.2860,-0.4950,0.8660,24.3576,15.6569,-25.5720,2.4271,-1.6103,-3.2643
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6580,-0.8700,0.6800,0.2670,-0.4480,0.9170,0.9476,7.2069,-15.3720,-7.9429,-0.7403,-0.7843
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7280,-0.8830,0.7040,0.2920,-0.4690,0.9120,-9.8024,-7.1731,15.9880,1.3771,-2.3003,-2.9343
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6710,-0.7560,0.5780,0.2740,-0.4590,0.9220,-27.3524,-26.6831,25.8980,-4.5129,0.1897,2.0057
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5420,-0.5930,0.3930,0.2740,-0.4790,0.8750,-23.0124,-8.9531,15.1080,1.3371,-2.0403,1.0757
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4520,-0.4950,0.3000,0.2700,-0.4490,0.8770,-8.2624,0.5569,5.8280,-2.6829,-1.8903,2.0357
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4640,-0.4670,0.3140,0.2620,-0.4640,0.9240,2.8676,6.9269,-12.2820,-2.0029,-3.7003,-2.3343
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5610,-0.6270,0.4490,0.2580,-0.4610,0.8760,24.6576,11.5969,-14.7220,3.8671,-0.7403,-2.0643
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5540,-0.7790,0.6720,0.2890,-0.4640,0.9000,14.0376,9.2969,-14.4920,-0.6129,-1.7503,-1.6843
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6620,-0.8640,0.6570,0.2900,-0.4660,0.9090,-9.3524,-6.2831,-2.1720,0.1571,0.0997,1.1957
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6520,-0.7350,0.5310,0.2660,-0.4720,0.8970,-5.6624,-23.4431,21.4680,1.2571,-0.6503,0.9257
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5530,-0.5690,0.3530,0.2750,-0.4700,0.8970,-6.0624,-8.0731,19.3080,-1.2229,-1.2803,2.0257
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4740,-0.5080,0.3230,0.2590,-0.4590,0.9030,6.1776,1.4469,8.6880,2.1271,-2.1503,0.3157
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4890,-0.4980,0.3370,0.2740,-0.4780,0.8790,12.1076,21.7369,-15.2720,-0.1529,-2.5603,-1.6443
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5850,-0.7260,0.5470,0.2720,-0.4550,0.9440,34.7076,18.3369,-14.0920,8.9871,3.0597,-2.0043
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6030,-0.8340,0.7060,0.3100,-0.4770,0.8420,13.6876,7.4069,-9.3320,-9.9029,-7.8203,-2.7743
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6920,-0.8780,0.6380,0.2880,-0.4690,0.8510,2.8176,-3.5131,12.8180,-2.1329,-3.6903,0.3857
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6060,-0.6810,0.5420,0.2880,-0.4750,0.9140,-5.6424,-20.2531,23.5980,0.1771,0.6397,2.1557
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5490,-0.5100,0.3730,0.2680,-0.4410,0.8920,-12.3824,-11.7931,11.9680,0.3271,3.3297,4.2357
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4950,-0.4640,0.3420,0.2530,-0.4420,0.8750,9.8076,4.5769,-5.6220,3.6171,1.8097,1.0657
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5640,-0.6230,0.4750,0.2660,-0.4680,0.9080,18.0776,6.1869,-19.0720,1.7471,-4.3303,-3.1643
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6330,-0.8400,0.5910,0.2970,-0.4850,0.9200,4.4376,2.8669,-6.0320,0.0871,-1.7303,-0.3343
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6050,-0.7860,0.6180,0.2730,-0.4540,0.8970,-5.7324,-8.4831,23.9380,-0.6329,1.4197,2.5757
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5500,-0.6290,0.5210,0.2750,-0.4750,0.9160,-21.2424,-16.4431,20.3080,1.0271,3.6597,3.2557
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4850,-0.5000,0.4370,0.2800,-0.4650,0.8960,-10.2224,-5.7731,9.9480,-2.4629,1.6697,3.7857
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4990,-0.5000,0.3820,0.2700,-0.4690,0.8650,0.8776,11.0769,-14.6220,3.5171,-0.4703,0.1557
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,-0.6040,0.4080,0.2690,-0.4630,0.8960,13.8276,24.8169,-13.9220,2.0971,-2.2203,-1.9843
BAD,either_hand,right,0.0000,0.8388,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5890,-0.7500,0.5260,0.2820,-0.4740,0.9250,20.7476,34.8369,-2.2020,2.1971,-2.0303,-0.9343
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6020,-0.8090,0.6070,0.2680,-0.4650,0.9110,-6.3424,3.4069,5.5280,-0.4329,-1.5703,-0.3443
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5750,-0.7510,0.5720,0.2890,-0.4790,0.8820,-7.6024,-6.6831,22.1080,-0.5929,-1.6803,1.0257
BAD,either_hand,right,0.0000,0.8301,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5110,-0.6240,0.4830,0.2770,-0.4670,0.9070,-4.9924,-4.8831,17.7980,1.0871,1.4397,1.1357
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5160,-0.5650,0.4210,0.2760,-0.4610,0.8760,2.9276,6.2869,2.9580,0.3371,-1.2303,-0.0043
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6140,-0.6320,0.4270,0.2730,-0.4550,0.8980,6.4276,3.8669,-9.7820,2.8171,0.2897,0.6257
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6190,-0.8450,0.5560,0.2830,-0.4690,0.9000,10.4476,-14.5131,6.6980,1.2871,2.8597,3.3557
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4880,-0.6040,0.3640,0.2990,-0.4420,0.8870,23.7776,23.7369,-13.5120,0.9771,-4.6503,-4.9343
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,-0.8160,0.6350,0.2800,-0.4910,0.8550,10.8076,27.7069,-12.6520,5.4471,2.2497,-2.2443
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6840,-0.9680,0.6650,0.2760,-0.4640,0.8720,-10.2624,-3.6431,-3.6520,3.7671,1.2197,0.0957
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6890,-0.8380,0.5030,0.2680,-0.4760,0.8810,-15.9624,-25.6631,16.6580,-5.7129,-1.0403,2.4157
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5320,-0.5940,0.3210,0.2790,-0.5110,0.9220,-14.0524,-18.1731,19.3680,-3.2229,2.5097,6.6257
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4780,-0.4230,0.2230,0.2820,-0.5000,0.9140,1.4976,4.9769,0.5380,1.2571,0.7297,2.8357
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,-0.4430,0.2460,0.2630,-0.4670,0.8850,27.6876,32.9969,-21.4520,2.1571,-4.9403,-4.1743
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5680,-0.7190,0.4730,0.2760,-0.4840,0.8880,19.8376,16.9569,-28.7820,5.7971,1.5097,-2.6343
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6740,-0.9910,0.6470,0.2530,-0.4670,0.8550,-0.5424,-4.4631,-7.0120,7.7071,3.0297,-0.1743
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6870,-0.8940,0.6180,0.2560,-0.4730,1.0140,-15.2924,-19.9431,25.3480,0.3071,2.0197,2.1157
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5910,-0.6650,0.4390,0.2790,-0.4860,0.8980,-19.3024,-23.3731,30.2580,-8.0329,-0.8803,4.6357
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4930,-0.4820,0.3000,0.2790,-0.4500,0.8140,-0.0424,-0.8831,14.8380,-3.1629,-1.1303,2.8657
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5060,-0.4350,0.1900,0.2530,-0.4520,0.8190,15.3876,22.1469,-14.5220,-1.9629,-2.0803,-1.1643
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370,-0.4640,0.2430,0.2260,-0.4680,0.8140,24.7876,20.1869,-33.9120,7.6671,-1.8103,-4.2943
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6350,-0.7980,0.5940,0.2500,-0.4790,0.8750,32.0676,15.1969,-20.8320,8.4571,-6.4103,-6.4543
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6870,-1.0030,0.7790,0.2820,-0.5100,0.9540,-14.7724,-9.4231,-16.8420,-3.0929,-5.7103,-0.9843
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6760,-1.0030,0.6980,0.3130,-0.4820,0.8990,-14.6124,-16.3631,35.1780,-3.9029,-0.4603,2.1957
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5880,-0.7170,0.5170,0.2820,-0.4870,0.8530,-10.6724,-18.4631,44.4280,-1.2629,8.4797,5.9957
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5720,-0.5140,0.3020,0.2590,-0.5040,0.9750,-12.4424,-13.1331,23.1080,-11.2729,-2.9103,7.1457
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5280,-0.4490,0.1730,0.2630,-0.4440,0.8700,5.9476,-1.7831,3.8180,5.0371,1.6497,-0.4943
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5330,-0.4980,0.2260,0.2680,-0.4290,0.8720,36.3076,11.4669,-7.2820,7.9271,-2.0703,-4.4543
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,-0.7100,0.5540,0.2610,-0.4570,0.9500,24.7476,13.8269,-16.1820,7.8771,2.0697,-1.0043
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5330,-0.9250,0.7420,0.2840,-0.4500,0.8920,-4.3624,-7.2831,-12.0220,6.6171,-0.6503,-1.2943
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5690,-0.8560,0.7100,0.2980,-0.4850,0.9360,1.6776,9.0269,16.6380,0.9771,0.9497,0.9357
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6370,-0.7210,0.5040,0.2860,-0.4770,0.9310,-17.6724,-10.2631,17.9280,-4.2929,0.1397,3.5457
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5570,-0.5690,0.3410,0.2790,-0.4830,0.8890,-7.5724,-3.9531,13.8680,0.5871,0.2897,1.9057
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5560,-0.4940,0.2050,0.2410,-0.4460,0.9250,3.1676,3.7669,-5.5920,-0.2829,-1.9803,-0.8143
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6040,-0.5230,0.1980,0.2660,-0.4690,0.8750,25.4076,3.4769,-17.3220,2.3871,-0.6403,-1.9843
BAD,either_hand,right,0.0000,0.7952,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5140,-0.7570,0.5620,0.2900,-0.4870,0.8970,28.3876,14.7969,-19.3520,2.8271,-2.4003,-1.6843
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5350,-0.9560,0.7970,0.2850,-0.4750,0.9230,3.4476,-1.1231,-12.2320,4.7471,0.4597,-0.2143
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5160,-0.8230,0.7380,0.2620,-0.4780,0.8970,0.6176,6.2169,17.4380,-2.1529,4.6697,5.7057
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6070,-0.6150,0.4830,0.2660,-0.4650,0.9560,-10.7524,4.5369,4.4280,-3.1829,0.9997,3.5357
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5230,-0.5300,0.3420,0.2380,-0.4440,0.8390,-11.4324,-10.1031,-2.0220,-3.1429,-0.3403,0.7757
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5860,-0.4720,0.2360,0.2690,-0.4640,0.9330,7.3276,-5.5131,-3.9120,0.7871,-1.1103,-0.1143
BAD,either_hand,right,0.0000,0.8126,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5310,-0.6020,0.3800,0.2760,-0.4360,0.9000,13.6376,-8.8131,-12.9320,2.2571,-1.2503,-2.6143
BAD,either_hand,right,0.0000,0.8214,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4980,-0.8860,0.6970,0.2700,-0.4580,0.8680,5.1676,9.1169,-7.3620,2.7171,-3.7803,-1.9543
BAD,either_hand,right,0.0000,0.8039,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5430,-0.9380,0.7720,0.2640,-0.4730,0.9670,-14.5724,-1.3931,10.2880,1.0271,0.5197,1.7057
BAD,either_hand,right,0.0000,0.7952,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5850,-0.7050,0.5500,0.2880,-0.4880,0.9360,-21.0724,0.4869,18.3480,-8.7829,-2.4003,3.4257
BAD,either_hand,right,0.0000,0.7952,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6300,-0.4750,0.3020,0.2460,-0.4270,0.8970,-18.2624,-9.8931,3.2480,-4.8429,0.3497,2.5857
BAD,either_hand,right,0.0000,0.7864,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5200,-0.3840,0.1630,0.2490,-0.4560,0.8830,5.0076,-7.4531,-6.8420,-2.7729,-1.5903,0.1257
BAD,either_hand,right,0.0000,0.7952,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5110,-0.5630,0.3620,0.2860,-0.4510,0.8810,20.1376,6.5069,-17.4220,6.2571,0.1197,-1.3843
